Key,English,Japanese
PRODUCTION_RECIPE_NAME_POTIONOFTHEFOX,Potion of the Fox,キツネの秘薬
PRODUCTION_RECIPE_NAME_POTIONOFTHELION,Potion of the Lion,ライオンの秘薬
PRODUCTION_RECIPE_NAME_CONCOCTIONOFACCURACY,Concoction of Accuracy,命中の秘薬
PRODUCTION_RECIPE_NAME_CONCOCTIONOFEVASION,Concoction of Evasion,回避の秘薬
PRODUCTION_RECIPE_NAME_CONCOCTIONOFSWIFTNESS,Concoction of Swiftness,敏捷の秘薬
PRODUCTION_RECIPE_NAME_CONCOCTIONOFCLARITY,Concoction of Clarity,明晰の秘薬
PRODUCTION_RECIPE_NAME_CONCOCTIONOFRECKLESSNESS,Concoction of Recklessness,無謀の秘薬
PRODUCTION_RECIPE_NAME_CONCOCTIONOFBLEEDING,Concoction of Bleeding,出血の秘薬
PRODUCTION_RECIPE_NAME_CONCOCTIONOFSWIFTFOOTSTEPS,Concoction of Swift Footsteps,快足の秘薬
PRODUCTION_RECIPE_NAME_CONCOCTIONOFSWIFTHPRECOVERY,Concoction of Swift HP Recovery,HP急速回復の秘薬
PRODUCTION_RECIPE_NAME_CONCOCTIONOFSWIFTMPRECOVERY,Concoction of Swift MP Recovery,MP急速回復の秘薬
PRODUCTION_RECIPE_NAME_CONCOCTIONOFSWIFTFPRECOVERY,Concoction of Swift FP Recovery,FP急速回復の秘薬
PRODUCTION_RECIPE_NAME_POWERREFRESHER,Power Refresher,強化魔力ドリンク
PRODUCTION_RECIPE_NAME_POWERVITALDRINK,Power Vital Drink,強化スタミナドリンク
PRODUCTION_RECIPE_NAME_TRIMMEDNAMELESSFISH,Trimmed Nameless Fish,下処理した名無し魚
PRODUCTION_RECIPE_NAME_TRIMMEDNAMELESSFISH2,Trimmed Nameless Fish2,下処理した名無し魚2
PRODUCTION_RECIPE_NAME_TRIMMEDSHRIMP,Trimmed Shrimp,下処理したエビ
PRODUCTION_RECIPE_NAME_TRIMMEDSHRIMP2,Trimmed Shrimp2,下処理したエビ2
PRODUCTION_RECIPE_NAME_TRIMMEDCOD,Trimmed Cod,下処理したタラ
PRODUCTION_RECIPE_NAME_TRIMMEDCOD2,Trimmed Cod2,下処理したタラ2
PRODUCTION_RECIPE_NAME_TRIMMEDHERRING,Trimmed Herring,下処理したニシン
PRODUCTION_RECIPE_NAME_TRIMMEDHERRING2,Trimmed Herring2,下処理したニシン2
PRODUCTION_RECIPE_NAME_TRIMMEDSQUID,Trimmed Squid,下処理したイカ
PRODUCTION_RECIPE_NAME_TRIMMEDSQUID2,Trimmed Squid2,下処理したイカ2
PRODUCTION_RECIPE_NAME_TRIMMEDMACKEREL,Trimmed Mackerel,下処理したサバ
PRODUCTION_RECIPE_NAME_TRIMMEDMACKEREL2,Trimmed Mackerel2,下処理したサバ2
PRODUCTION_RECIPE_NAME_TRIMMEDEEL,Trimmed Eel,下処理したウナギ
PRODUCTION_RECIPE_NAME_TRIMMEDEEL2,Trimmed Eel2,下処理したウナギ2
PRODUCTION_RECIPE_NAME_TRIMMEDSALMON,Trimmed Salmon,下処理したサーモン
PRODUCTION_RECIPE_NAME_TRIMMEDSALMON2,Trimmed Salmon2,下処理したサーモン2
PRODUCTION_RECIPE_NAME_TRIMMEDTUNA,Trimmed Tuna,下処理したマグロ
PRODUCTION_RECIPE_NAME_TRIMMEDTUNA2,Trimmed Tuna2,下処理したマグロ2
PRODUCTION_RECIPE_NAME_CHEESE,Cheese,チーズ
PRODUCTION_RECIPE_NAME_TOMATOSAUCE,Tomato Sauce,トマトソース
PRODUCTION_RECIPE_NAME_BREADDOUGH,Bread Dough,パン生地
PRODUCTION_RECIPE_NAME_BUTTER,Butter,バター
PRODUCTION_RECIPE_NAME_MAYONNAISE,Mayonnaise,マヨネーズ
PRODUCTION_RECIPE_NAME_COOKEDRICE,Cooked Rice,ご飯
PRODUCTION_RECIPE_NAME_FISHSAUCE,Fish Sauce,魚醤
PRODUCTION_RECIPE_NAME_LOLLIPOP,Lollipop,ペロペロキャンディ
PRODUCTION_RECIPE_NAME_MEATSKEWER,Meat Skewer,串肉
PRODUCTION_RECIPE_NAME_BISCUIT,Biscuit,ビスケット
PRODUCTION_RECIPE_NAME_FISHBALL,Fish Ball,魚団子
PRODUCTION_RECIPE_NAME_SEAFOODPANCAKE,Seafood Pancake,シーフードサンド
PRODUCTION_RECIPE_NAME_FISHSOUP,Fish Soup,魚のスープ
PRODUCTION_RECIPE_NAME_ROLLBREAD,Roll Bread,食パン
PRODUCTION_RECIPE_NAME_SAUSAGECASSEROLE,Sausage Casserole,ソーセージロール
PRODUCTION_RECIPE_NAME_HOTDOG,Hot Dog,ホットドッグ
PRODUCTION_RECIPE_NAME_FISHSTEW,Fish Stew,魚のソテー
PRODUCTION_RECIPE_NAME_PIZZA,Pizza,ピザ
PRODUCTION_RECIPE_NAME_STEAMEDSEAFOOD,Steamed Seafood,ボイルドシーフード
PRODUCTION_RECIPE_NAME_GRILLEDMACKEREL,Grilled Mackerel,焼きサバ
PRODUCTION_RECIPE_NAME_CHICKENSTICK,Chicken Stick,骨付き肉
PRODUCTION_RECIPE_NAME_FRIEDSQUID,Fried Squid,イカフライ
PRODUCTION_RECIPE_NAME_STARCANDY,Star Candy,スターキャンディー
PRODUCTION_RECIPE_NAME_FISHCUTLET,Fish Cutlet,白身魚のカツレツ
PRODUCTION_RECIPE_NAME_MEATSALAD,Meat Salad,ミートサラダ
PRODUCTION_RECIPE_NAME_SEAFOODPIZZA,Seafood Pizza,シーフードピザ
PRODUCTION_RECIPE_NAME_FRIEDSHRIMP,Fried Shrimp,エビフライ
PRODUCTION_RECIPE_NAME_SHRIMPFRIEDRICE,Shrimp Fried Rice,エビチャーハン
PRODUCTION_RECIPE_NAME_GRATIN,Gratin,グラタン
PRODUCTION_RECIPE_NAME_CORALISLANDCURRY,Coral Island Curry,コーラルアイランドカレー
PRODUCTION_RECIPE_NAME_TUNASUSHI,Tuna Sushi,マグロ寿司
PRODUCTION_RECIPE_NAME_REDFISHBALL,Red Fish Ball,赤い魚団子
PRODUCTION_RECIPE_NAME_BLUEFISHBALL,Blue Fish Ball,青い魚団子
PRODUCTION_RECIPE_NAME_GREENFISHBALL,Green Fish Ball,緑の魚団子
PRODUCTION_RECIPE_NAME_PURPLEFISHBALL,Purple Fish Ball,紫の魚団子
PRODUCTION_RECIPE_NAME_RAINBOWFISHBALL,Rainbow Fish Ball,虹色の魚団子
PRODUCTION_RECIPE_NAME_ORANGEFISHBALL,Orange Fish Ball,オレンジの魚団子
PRODUCTION_RECIPE_NAME_SKYBLUEFISHBALL,Sky Blue Fish Ball,スカイブルーの魚団子
PRODUCTION_RECIPE_NAME_YELLOWFISHBALL,Yellow Fish Ball,黄色の魚団子
PRODUCTION_RECIPE_NAME_PINKFISHBALL,Pink Fish Ball,ピンクの魚団子
PRODUCTION_RECIPE_NAME_GREYFISHBALL,Grey Fish Ball,グレーの魚団子
PRODUCTION_RECIPE_NAME_WHITEFISHBALL,White Fish Ball,白い魚団子
PRODUCTION_RECIPE_NAME_PICKLEDHERRING,Pickled Herring,ニシンの酢漬け
PRODUCTION_RECIPE_NAME_SALMONSTEAK,Salmon Steak,サーモンステーキ
PRODUCTION_RECIPE_NAME_FISHSANDWICH,Fish Sandwich,フィッシュサンド
PRODUCTION_RECIPE_NAME_GRILLEDSALTEDEEL,Grilled Salted Eel,塩焼きウナギ
PRODUCTION_RECIPE_NAME_PLYWOOD,Plywood,合板
PRODUCTION_RECIPE_NAME_RESIN,Resin,樹脂
PRODUCTION_RECIPE_NAME_FINISHINGMATERIAL,Finishing Material,仕上げ材
PRODUCTION_RECIPE_NAME_CEDARHARDWOOD,Cedar Hardwood,シダー材
PRODUCTION_RECIPE_NAME_CHERRYHARDWOOD,Cherry Hardwood,チェリー材
PRODUCTION_RECIPE_NAME_PINEHARDWOOD,Pine Hardwood,パイン材
PRODUCTION_RECIPE_NAME_MAPLEHARDWOOD,Maple Hardwood,メープル材
PRODUCTION_RECIPE_NAME_OAKHARDWOOD,Oak Hardwood,オーク材
PRODUCTION_RECIPE_NAME_WALNUTHARDWOOD,Walnut Hardwood,ウォールナット材
PRODUCTION_RECIPE_NAME_TEAKHARDWOOD,Teak Hardwood,チーク材
PRODUCTION_RECIPE_NAME_EBONYHARDWOOD,Ebony Hardwood,黒檀材
PRODUCTION_RECIPE_NAME_MAHOGANYHARDWOOD,Mahogany Hardwood,マホガニー材
PRODUCTION_RECIPE_NAME_REDPAINT,Red Paint,赤の塗料
PRODUCTION_RECIPE_NAME_BLUEPAINT,Blue Paint,青の塗料
PRODUCTION_RECIPE_NAME_YELLOWPAINT,Yellow Paint,黄色の塗料
PRODUCTION_RECIPE_NAME_GREENPAINT,Green Paint,緑の塗料
PRODUCTION_RECIPE_NAME_BLACKPAINT,Black Paint,黒の塗料
PRODUCTION_RECIPE_NAME_WHITEPAINT,White Paint,白の塗料
PRODUCTION_RECIPE_NAME_GOLDPAINT,Gold Paint,金の塗料
PRODUCTION_RECIPE_NAME_WOODENCHAIR,Wooden Chair,木製椅子
PRODUCTION_RECIPE_NAME_WOODENTABLE,Wooden Table,木製テーブル
PRODUCTION_RECIPE_NAME_WOODENDRAWER,Wooden Drawer,木製引き出し
PRODUCTION_RECIPE_NAME_WOODENBOOKCASE,Wooden Bookcase,木製本棚
PRODUCTION_RECIPE_NAME_WOODENSOFA,Wooden Sofa,木製ソファ
PRODUCTION_RECIPE_NAME_WOODENYELLOWCHAIR,Wooden Yellow Chair,木製の黄色い椅子
PRODUCTION_RECIPE_NAME_WOODENYELLOWTABLE,Wooden Yellow Table,木製の黄色いテーブル
PRODUCTION_RECIPE_NAME_WOODENYELLOWDRESSINGTABLE,Wooden Yellow Dressing Table,木製の黄色のドレッシングテーブル
PRODUCTION_RECIPE_NAME_WOODENYELLOWCLOSET,Wooden Yellow Closet,木製の黄色いクローゼット
PRODUCTION_RECIPE_NAME_WOODENYELLOWBENCH,Wooden Yellow Bench,木製の黄色いベンチ
PRODUCTION_RECIPE_NAME_WOODENYELLOWCABINET,Wooden Yellow Cabinet,木製の黄色いキャビネット
PRODUCTION_RECIPE_NAME_WOODENYELLOWBED,Wooden Yellow Bed,木製の黄色いベッド
PRODUCTION_RECIPE_NAME_WOODENBLUECHAIR,Wooden Blue Chair,木製の青い椅子
PRODUCTION_RECIPE_NAME_WOODENBLUETABLE,Wooden Blue Table,木製の青いテーブル
PRODUCTION_RECIPE_NAME_WOODENBLUEDRESSINGTABLE,Wooden Blue Dressing Table,木製ブルードレッシングテーブル
PRODUCTION_RECIPE_NAME_WOODENBLUECLOSET,Wooden Blue Closet,木製の青いクローゼット
PRODUCTION_RECIPE_NAME_WOODENBLUEBENCH,Wooden Blue Bench,木製の青いベンチ
PRODUCTION_RECIPE_NAME_WOODENBLUECABINET,Wooden Blue Cabinet,木製の青いキャビネット
PRODUCTION_RECIPE_NAME_WOODENBLUEBED,Wooden Blue Bed,木製の青いベッド
PRODUCTION_RECIPE_NAME_WOODENREDCHAIR,Wooden Red Chair,木製の赤い椅子
PRODUCTION_RECIPE_NAME_WOODENREDTABLE,Wooden Red Table,木製の赤いテーブル
PRODUCTION_RECIPE_NAME_WOODENREDDRESSINGTABLE,Wooden Red Dressing Table,木製の赤いドレッシングテーブル
PRODUCTION_RECIPE_NAME_WOODENREDCLOSET,Wooden Red Closet,木製の赤いクローゼット
PRODUCTION_RECIPE_NAME_WOODENREDBENCH,Wooden Red Bench,木製の赤いベンチ
PRODUCTION_RECIPE_NAME_WOODENREDCABINET,Wooden Red Cabinet,木製の赤いキャビネット
PRODUCTION_RECIPE_NAME_WOODENREDBED,Wooden Red Bed,木製の赤いベッド
PRODUCTION_RECIPE_NAME_MUSICCHAIR,Music Chair,譜面椅子
PRODUCTION_RECIPE_NAME_MUSICTABLE,Music Table,楽譜表
PRODUCTION_RECIPE_NAME_MUSICDRESSINGTABLE,Music Dressing Table,音楽化粧台
PRODUCTION_RECIPE_NAME_MUSICWARDROBE,Music Wardrobe,音楽ワードローブ
PRODUCTION_RECIPE_NAME_MUSICSOFA,Music Sofa,ミュージックソファ
PRODUCTION_RECIPE_NAME_MUSICCABINET,Music Cabinet,音楽キャビネット
PRODUCTION_RECIPE_NAME_MUSICBED,Music Bed,ミュージックベッド
PRODUCTION_RECIPE_NAME_MODERNCHAIR,Modern Chair,モダンチェア
PRODUCTION_RECIPE_NAME_MODERNTABLE,Modern Table,モダンテーブル
PRODUCTION_RECIPE_NAME_MODERNDRESSINGTABLE,Modern Dressing Table,モダンドレッシングテーブル
PRODUCTION_RECIPE_NAME_MODERNWARDROBE,Modern Wardrobe,モダンワードローブ
PRODUCTION_RECIPE_NAME_MODERNSOFA,Modern Sofa,モダンソファ
PRODUCTION_RECIPE_NAME_MODERNCABINET,Modern Cabinet,モダンキャビネット
PRODUCTION_RECIPE_NAME_MODERNBED,Modern Bed,モダンベッド
PRODUCTION_RECIPE_NAME_DESIGNBLACKCHAIR,Design Black Chair,デザインブラックチェア
PRODUCTION_RECIPE_NAME_DESIGNWHITECHAIR,Design White Chair,デザインホワイトチェア
PRODUCTION_RECIPE_NAME_DESIGNTABLE,Design Table,設計テーブル
PRODUCTION_RECIPE_NAME_DESIGNDRAWER,Design Drawer,デザインドロワー
PRODUCTION_RECIPE_NAME_DESIGNBOOKCASE,Design Bookcase,デザイン本棚
PRODUCTION_RECIPE_NAME_DESIGNSOFA,Design Sofa,デザインソファ
PRODUCTION_RECIPE_NAME_HEARTCHAIR,Heart Chair,ハートチェア
PRODUCTION_RECIPE_NAME_HEARTTABLE,Heart Table,ハートテーブル
PRODUCTION_RECIPE_NAME_HEARTDRESSINGTABLE,Heart Dressing Table,ハートドレッシングテーブル
PRODUCTION_RECIPE_NAME_HEARTWARDROBE,Heart Wardrobe,ハートワードローブ
PRODUCTION_RECIPE_NAME_HEARTSOFA,Heart Sofa,ハートソファ
PRODUCTION_RECIPE_NAME_HEARTCABINET,Heart Cabinet,ハートキャビネット
PRODUCTION_RECIPE_NAME_HEARTBED,Heart Bed,ハートベッド
PRODUCTION_RECIPE_NAME_CUSHIONCHAIR,Cushion Chair,クッションチェア
PRODUCTION_RECIPE_NAME_COMMANDDESK,Antique Desk,アンティークデスク
PRODUCTION_RECIPE_NAME_COMMANDPLATFORM,Command Platform,コマンドプラットフォーム
PRODUCTION_RECIPE_NAME_SMALLTABLE,Small Table,スモールテーブル
PRODUCTION_RECIPE_NAME_DRAWER,Drawer,引き出し
PRODUCTION_RECIPE_NAME_TWINBED,Twin Bed,ツインベッド
PRODUCTION_RECIPE_NAME_ROYALCHAIR,Royal Chair,ロイヤルチェア
PRODUCTION_RECIPE_NAME_ROYALTABLE,Royal Table,ロイヤルテーブル
PRODUCTION_RECIPE_NAME_ROYALDRESSINGTABLE,Royal Dressing Table,ロイヤルドレッシングテーブル
PRODUCTION_RECIPE_NAME_ROYALWARDROBE,Royal Wardrobe,ロイヤルワードローブ
PRODUCTION_RECIPE_NAME_ROYALSOFA,Royal Sofa,ロイヤルソファ
PRODUCTION_RECIPE_NAME_ROYALBED,Royal Bed,ロイヤルベッド
PRODUCTION_RECIPE_NAME_ROYALDRAWER,Royal Drawer,ロイヤルドロワー
PRODUCTION_RECIPE_NAME_ROYALBOOKCASE,Royal Bookcase,王室の本棚
PRODUCTION_RECIPE_NAME_ROYALDESK,Royal Desk,ロイヤルデスク
PRODUCTION_RECIPE_NAME_ROYALBATH,Royal Bath,ロイヤルバス
PRODUCTION_RECIPE_NAME_GOLDENROYALCHAIR,Golden Royal Chair,ゴールデンロイヤルチェア
PRODUCTION_RECIPE_NAME_GOLDENROYALTABLE,Golden Royal Table,ゴールデンロイヤルテーブル
PRODUCTION_RECIPE_NAME_GOLDENROYALDRESSINGTABLE,Golden Royal Dressing Table,ゴールデンロイヤルドレッシングテーブル
PRODUCTION_RECIPE_NAME_GOLDENROYALWARDROBE,Golden Royal Wardrobe,ゴールデンロイヤルワードローブ
PRODUCTION_RECIPE_NAME_GOLDENROYALSOFA,Golden Royal Sofa,ゴールデン ロイヤル ソファ
PRODUCTION_RECIPE_NAME_GOLDENROYALBED,Golden Royal Bed,ゴールデン ロイヤルベッド
PRODUCTION_RECIPE_NAME_GOLDENROYALDRAWER,Golden Royal Drawer,ゴールデンロイヤルドロワー
PRODUCTION_RECIPE_NAME_GOLDENROYALBOOKCASE,Golden Royal Bookcase,ゴールデンロイヤル本棚
PRODUCTION_RECIPE_NAME_GOLDENROYALDESK,Golden Royal Desk,ゴールデンロイヤルデスク
PRODUCTION_RECIPE_NAME_GOLDENROYALBATH,Golden Royal Bath,ゴールデン ロイヤル バス
PRODUCTION_RECIPE_NAME_ALCHEMYDESK,Alchemy Desk,錬金デスク
PRODUCTION_RECIPE_NAME_HEARTH,Hearth,暖炉
PRODUCTION_RECIPE_NAME_CARPENTRYWORKSPACE,Carpentry Workspace,木工作業台
PRODUCTION_RECIPE_NAME_SMITHINGWORKSPACE,Smithing Workspace,鍛冶作業台
PRODUCTION_RECIPE_NAME_JEWELPOWDER,Jewel Powder,宝石の粉
PRODUCTION_RECIPE_NAME_MARBLE,Marble,大理石
PRODUCTION_RECIPE_NAME_CRYSTAL,Crystal,クリスタル
PRODUCTION_RECIPE_NAME_POLISHEDTURQUOISE,Polished Turquoise,研磨したトルコ石
PRODUCTION_RECIPE_NAME_BRONZE,Bronze,青銅
PRODUCTION_RECIPE_NAME_MALACHITE,Malachite,孔雀石
PRODUCTION_RECIPE_NAME_POLISHEDJADE,Polished Jade,研磨した翡翠
PRODUCTION_RECIPE_NAME_POLISHEDSILVER,Polished Silver,研磨した銀
PRODUCTION_RECIPE_NAME_POLISHEDGOLD,Polished Gold,研磨した金
PRODUCTION_RECIPE_NAME_POLISHEDPLATINUM,Polished Platinum,研磨したプラチナ
PRODUCTION_RECIPE_NAME_POLISHEDDIAMOND,Polished Diamond,研磨したダイヤモンド
PRODUCTION_RECIPE_NAME_GLASS,Glass,ガラス
PRODUCTION_RECIPE_NAME_IMITATIONPEARL,Imitation Pearl,模造パール
PRODUCTION_RECIPE_NAME_FLASK,Flask,フラスコ
PRODUCTION_RECIPE_NAME_HINGE,Hinge,蝶番
PRODUCTION_RECIPE_NAME_SPRING,Spring,バネ
PRODUCTION_RECIPE_NAME_GOLDENSPHERE,Golden Sphere,金の球体
PRODUCTION_RECIPE_NAME_JEWELSTRING,Jewel String,宝石の紐
PRODUCTION_RECIPE_NAME_SILVERWORK,Silverwork,銀細工
PRODUCTION_RECIPE_NAME_GOLDWORK,Goldwork,金細工
PRODUCTION_RECIPE_NAME_SPINNINGGLOBE,Spinning Globe,スピニンググローブ
PRODUCTION_RECIPE_NAME_CHANDELIER,Chandelier,シャンデリア
PRODUCTION_RECIPE_NAME_MIRROR,Mirror,鏡
PRODUCTION_RECIPE_NAME_SILVERWORKOFATTACK,Silverwork of Attack,攻撃の銀細工
PRODUCTION_RECIPE_NAME_SILVERWORKOFDEFENSE,Silverwork of Defense,防御の銀細工
PRODUCTION_RECIPE_NAME_GOLDWORKOFATTACK,Goldwork of Attack,攻撃の金細工
PRODUCTION_RECIPE_NAME_GOLDWORKOFMAGICATTACK,Goldwork of Magic Attack,魔法攻撃の金細工
PRODUCTION_RECIPE_NAME_GOLDWORKOFDEFENSE,Goldwork of Defense,防御の金細工
PRODUCTION_RECIPE_NAME_GOLDWORKOFMAGICRESISTANCE,Goldwork of Magic Resistance,魔法防御の金細工
PRODUCTION_RECIPE_NAME_CUTJADEOFFIREATTACK,Cut Jade of Fire Attack,火属性攻撃の翡翠
PRODUCTION_RECIPE_NAME_CUTJADEOFWATERATTACK,Cut Jade of Water Attack,水属性攻撃の翡翠
PRODUCTION_RECIPE_NAME_CUTJADEOFWINDATTACK,Cut Jade of Wind Attack,風属性攻撃の翡翠
PRODUCTION_RECIPE_NAME_CUTJADEOFEARTHATTACK,Cut Jade of Earth Attack,地属性攻撃の翡翠
PRODUCTION_RECIPE_NAME_CUTJADEOFLIGHTNINGATTACK,Cut Jade of Lightning Attack,雷属性攻撃の翡翠
PRODUCTION_RECIPE_NAME_CUTJADEOFFIREDEFENSE,Cut Jade of Fire Defense,火属性防御の翡翠
PRODUCTION_RECIPE_NAME_CUTJADEOFWATERDEFENSE,Cut Jade of Water Defense,水属性防御の翡翠
PRODUCTION_RECIPE_NAME_CUTJADEOFWINDDEFENSE,Cut Jade of Wind Defense,風属性防御の翡翠
PRODUCTION_RECIPE_NAME_CUTJADEOFEARTHDEFENSE,Cut Jade of Earth Defense,地属性防御の翡翠
PRODUCTION_RECIPE_NAME_CUTJADEOFLIGHTNINGDEFENSE,Cut Jade of Lightning Defense,雷属性防御の翡翠
PRODUCTION_RECIPE_NAME_VIGORRING,Vigor Ring,パワー・リング
PRODUCTION_RECIPE_NAME_STAMRING,Stam Ring,スタム・リング
PRODUCTION_RECIPE_NAME_AREKRING,Arek Ring,アレク・リング
PRODUCTION_RECIPE_NAME_INTELIRING,Inteli Ring,インテリ・リング
PRODUCTION_RECIPE_NAME_PLUGEARRING,Plug Earring,プラグ・イヤリング
PRODUCTION_RECIPE_NAME_DEMOLEARRING,Demol Earring,ディモール・イヤリング
PRODUCTION_RECIPE_NAME_GORENECKLACE,Gore Necklace,ゴア・ネックレス
PRODUCTION_RECIPE_NAME_MENTALNECKLACE,Mental Necklace,メンタル・ネックレス
PRODUCTION_RECIPE_NAME_PEISIONNECKLACE,Peision Necklace,ペイション・ネックレス
PRODUCTION_RECIPE_NAME_MIGHTEER,Mighteer,マイティアー
PRODUCTION_RECIPE_NAME_PENZERU,Penzeru,ペンゼル
PRODUCTION_RECIPE_NAME_SPEEDO,Speedo,スピード
PRODUCTION_RECIPE_NAME_PEP,Pep,ペップ
PRODUCTION_RECIPE_NAME_SOCECLE,Socecle,ソーシクル
PRODUCTION_RECIPE_NAME_ENDUKY,Enduky,エンデュキー
PRODUCTION_RECIPE_NAME_STRENTE,Strente,ストレント
PRODUCTION_RECIPE_NAME_INTIRET,Intiret,インテリト
PRODUCTION_RECIPE_NAME_DEXION,Dexion,デクシオン
PRODUCTION_RECIPE_NAME_HANDCRAFTEDSILVERRING,Handcrafted Silver Ring,手作りの銀のリング
PRODUCTION_RECIPE_NAME_HANDCRAFTEDGOLDRING,Handcrafted Gold Ring,手作りの金のリング
PRODUCTION_RECIPE_NAME_HANDCRAFTEDPLATINUMRING,Handcrafted Platinum Ring,手作りのプラチナのリング
PRODUCTION_RECIPE_NAME_HANDCRAFTEDDIAMONDRING,Handcrafted Diamond Ring,手作りのダイヤモンドのリング
