Key,English,Japanese
PROPITEM_TXT_000074,Subblade Sword,サブブレード・ソード
PROPITEM_TXT_000076,Multiblade Sword,マルチブレード・ソード
PROPITEM_TXT_000078,Bigmas Sword,ビッグマス・ソード
PROPITEM_TXT_000080,Panggril Sword,パングリル・ソード
PROPITEM_TXT_000082,Savage Sword,サヴェッジ・ソード
PROPITEM_TXT_000084,Carnage Sword,デスブリンガー
PROPITEM_TXT_000086,Knocker Sword,ノッカー・ソード
PROPITEM_TXT_000088,Janitor Sword,ジャニター・ソード
PROPITEM_TXT_000090,Blue Shine Sword,ブルーシャイン・ソード
PROPITEM_TXT_000092,Blue Jade Sword,ブルージェイド
PROPITEM_TXT_000094,Shyer Sword,シャイヤー・ソード
PROPITEM_TXT_000096,Zeroth Sword,ゼロ・ソード
PROPITEM_TXT_000098,Rowbenon Sword,ローベノン・ソード
PROPITEM_TXT_000100,Emeryl Sword,エモーリル・ソード
PROPITEM_TXT_000102,Khaicator Sword,カイケーター・ソード
PROPITEM_TXT_000104,Chainsing Sword,チェインシング・ソード
PROPITEM_TXT_000106,Axilow Sword,アクシロー・ソード
PROPITEM_TXT_000108,Harpion Sword,ハーピオン・ソード
PROPITEM_TXT_000110,Breakest Sword,ブレイケスト・ソード
PROPITEM_TXT_000112,Smiter Sword,シミター
PROPITEM_TXT_000114,Runaicing Sword,ルナイシング・ソード
PROPITEM_TXT_000116,Shadeving Sword,シャードーヴィング・ソード
PROPITEM_TXT_000118,Fireise Sword,ファイアイズ・ソード
PROPITEM_TXT_000120,Hotter Sword,ホッター・ソード
PROPITEM_TXT_000122,Curin Axe,クリン・アックス
PROPITEM_TXT_000124,Rodney Axe,ロドニー・アックス
PROPITEM_TXT_000126,Steel Axe,スティール・アックス
PROPITEM_TXT_000128,Morrow Axe,モロー・アックス
PROPITEM_TXT_000130,Crenil Axe,クレニル・アックス
PROPITEM_TXT_000132,Curning Axe,カーニング・アックス
PROPITEM_TXT_000134,Sephir Axe,セフィア・アックス
PROPITEM_TXT_000136,Shyadin Axe,シャディン・アックス
PROPITEM_TXT_000138,Gorn Axe,ゴーン・アックス
PROPITEM_TXT_000140,Bronze Axe,ブロンズ・アックス
PROPITEM_TXT_000142,Vain Axe,ヴェイン・アックス
PROPITEM_TXT_000144,Grang Axe,グラン・アックス
PROPITEM_TXT_000146,Tooring Axe,テュワリング・アックス
PROPITEM_TXT_000148,Drone Axe,ドローン・アックス
PROPITEM_TXT_000150,Karm Axe,カーム・アックス
PROPITEM_TXT_000152,Proem Axe,プロエム・アックス
PROPITEM_TXT_000154,Battle Axe,バトル・アックス
PROPITEM_TXT_000156,Corin Axe,コリン・アックス
PROPITEM_TXT_000158,Action Axe,アクション・アックス
PROPITEM_TXT_000160,Crow Axe,クロー・アックス
PROPITEM_TXT_000162,War Axe,ウォー・アックス
PROPITEM_TXT_000164,Raptor Axe,ラプター・アックス
PROPITEM_TXT_000166,Zailon Axe,ゼイオン・アックス
PROPITEM_TXT_000168,Berk Axe,ボーク・アックス
PROPITEM_TXT_000170,Forge Axe,フォージ・アックス
PROPITEM_TXT_000172,Ardalin Axe,アーダリン・アックス
PROPITEM_TXT_000174,Galaxy Axe,ギャラクシー・アックス
PROPITEM_TXT_000176,Dolphin Axe,ドルフィン・アックス
PROPITEM_TXT_000178,Ribten Axe,リブテン・アックス
PROPITEM_TXT_000180,Bonebar Axe,ボーンバー・アックス
PROPITEM_TXT_000182,Cantess Axe,カンテス・アックス
PROPITEM_TXT_000184,Luxior Axe,ルキシオール・アックス
PROPITEM_TXT_000186,Stormpak Axe,ストームパク・アックス
PROPITEM_TXT_000188,Exhaust Axe,エギゾースト・アックス
PROPITEM_TXT_000190,Needrek Axe,ニードレック・アックス
PROPITEM_TXT_000192,Shakyfin Axe,シャキーフィン・アックス
PROPITEM_TXT_000194,Phantege Axe,ファンテージ・アックス
PROPITEM_TXT_000196,Hitch Axe,ヒッチ・アックス
PROPITEM_TXT_000198,Butterfly Axe,バタフライ・アックス
PROPITEM_TXT_000200,Catchy Axe,キャッチィ・アックス
PROPITEM_TXT_000202,Driff Axe,ドリフ・アックス
PROPITEM_TXT_000204,Fellpeed Axe,フィールピ－ド・アックス
PROPITEM_TXT_000206,Saintsail Axe,セイントセイル・アックス
PROPITEM_TXT_000208,Darcro Axe,ダークロ・アックス
PROPITEM_TXT_000210,Flaper Axe,フレイパー・アックス
PROPITEM_TXT_000212,Waturan Axe,ワトュラン・アックス
PROPITEM_TXT_000214,Witcher Axe,ウィッチャー・アックス
PROPITEM_TXT_000216,Lichiky Axe,リッキー・アックス
PROPITEM_TXT_000218,Bastard Sword,バスタード・ソード
PROPITEM_TXT_000220,Two Handed Sword,ツーハンド・ソード
PROPITEM_TXT_000222,Darkonizer,ダーコナイザー
PROPITEM_TXT_000224,Adaptizer,アダプタイザー
PROPITEM_TXT_000226,Zweigazer,ツヴァイゲイザー
PROPITEM_TXT_000228,Kaleonizer,ケイルニーザー
PROPITEM_TXT_000230,Gootnizer,ゴースニーザー
PROPITEM_TXT_000232,Hauntizer,ハウンタイザー
PROPITEM_TXT_000234,Clock Slayer,クロック・スレイヤー
PROPITEM_TXT_000236,Two Handed Axe,ツーハンド・アックス
PROPITEM_TXT_000238,Great Axe,グレート・アックス
PROPITEM_TXT_000240,Kergnition,ケルグニション
PROPITEM_TXT_000242,Lurknition,ラークニション
PROPITEM_TXT_000244,Avnition,アヴェニション
PROPITEM_TXT_000246,Kanainition,カーンネイション
PROPITEM_TXT_000248,Orcanition,オルケニション
PROPITEM_TXT_000250,Linition,リニション
PROPITEM_TXT_000252,Hardinition,ハーディン・アックス
PROPITEM_TXT_000254,May Stick,メイ・スティック
PROPITEM_TXT_000256,Plim Stick,プライム・スティック
PROPITEM_TXT_000258,Sirin Stick,シリン・スティック
PROPITEM_TXT_000260,Scull Stick,スカル・スティック
PROPITEM_TXT_000262,Tim Stick,ティム・スティック
PROPITEM_TXT_000264,Huey Stick,ヒューイ・スティック
PROPITEM_TXT_000266,Bopol Stick,ボポル・スティック
PROPITEM_TXT_000268,Kudos Stick,キュドス・スティック
PROPITEM_TXT_000270,Spim Stick,スピン・スティック
PROPITEM_TXT_000272,Sayram Stick,セイラム・スティック
PROPITEM_TXT_000274,Pero Stick,ペロ・スティック
PROPITEM_TXT_000276,Saint Stick,セイント・スティック
PROPITEM_TXT_000278,Gogo Stick,ゴーゴー・スティック
PROPITEM_TXT_000280,Flury Stick,フローリー・スティック
PROPITEM_TXT_000282,Gale Stick,ゲイル・スティック
PROPITEM_TXT_000284,Ninegale Stick,ナインゲイル・スティック
PROPITEM_TXT_000286,Zanne Stick,ジャンヌ・スティック
PROPITEM_TXT_000288,Mirth Stick,モス・スティック
PROPITEM_TXT_000290,Hein Stick,ヘイン・スティック
PROPITEM_TXT_000292,Sizzle Stick,シズル・スティック
PROPITEM_TXT_000294,Peppermin Stick,ペパーミン・スティック
PROPITEM_TXT_000296,Sealine Stick,シーレン・スティック
PROPITEM_TXT_000298,Extreme Stick,エクストリーム・スティック
PROPITEM_TXT_000300,Pinacle Stick,ピナクル・スティック
PROPITEM_TXT_000302,Marple Stick,マープル・スティック
PROPITEM_TXT_000304,Rave Stick,レイブ・スティック
PROPITEM_TXT_000306,Cherry Stick,チェリー・スティック
PROPITEM_TXT_000308,Fanta Stick,ファンタ・スティック
PROPITEM_TXT_000310,Fairmine Stick,フェアマイン・スティック
PROPITEM_TXT_000312,Moralemine Stick,モラルミン・スティック
PROPITEM_TXT_000314,Shabere Stick,シャベル・スティック
PROPITEM_TXT_000316,Shinewing Stick,シャインウィング・スティック
PROPITEM_TXT_000318,Requer Stick,リクエアー・スティック
PROPITEM_TXT_000320,Shalow Stick,シャドウ・スティック
PROPITEM_TXT_000322,Morain Stick,モレイン・スティック
PROPITEM_TXT_000324,Prede Stick,プリード・スティック
PROPITEM_TXT_000326,Pierlin Stick,ピアリン・スティック
PROPITEM_TXT_000328,Leoss Stick,レオス・スティック
PROPITEM_TXT_000330,Labad Stick,レイバッド・スティック
PROPITEM_TXT_000332,Forlas Stick,フォーラス・スティック
PROPITEM_TXT_000334,Vailem Stick,ヴァイレム・スティック
PROPITEM_TXT_000336,Shait Stick,シャイト・スティック
PROPITEM_TXT_000338,Maret Stick,マレット・スティック
PROPITEM_TXT_000340,Garlain Stick,ガーレイン・スティック
PROPITEM_TXT_000342,Glass Wand,グラス・ワンド
PROPITEM_TXT_000344,Seal Wand,シール・ワンド
PROPITEM_TXT_000346,Crystal Wand,クリスタル・ワンド
PROPITEM_TXT_000348,Cubic Wand,キュービック・ワンド
PROPITEM_TXT_000350,Pearl Wand,パール・ワンド
PROPITEM_TXT_000352,Epi Wand,エピ・ワンド
PROPITEM_TXT_000354,Topaz Wand,トパーズ・ワンド
PROPITEM_TXT_000356,Niz Wand,ニズ・ワンド
PROPITEM_TXT_000358,Catseye Wand,キャッツアイ・ワンド
PROPITEM_TXT_000360,Ruby Wand,ルビー・ワンド
PROPITEM_TXT_000362,Bloody Wand,ブラッディー・ワンド S
PROPITEM_TXT_000364,Kalis Wand,カーリー・ワンド
PROPITEM_TXT_000366,Merr Wand,メル・ワンド
PROPITEM_TXT_000368,Poly Wand,ポリー・ワンド
PROPITEM_TXT_000370,Aurora Wand,オーロラ・ワンド
PROPITEM_TXT_000372,Mekerhill Wand,メカヒル・ワンド
PROPITEM_TXT_000374,Opel Wand,オペル・ワンド
PROPITEM_TXT_000376,Naz Wand,ナズ・ワンド
PROPITEM_TXT_000378,Misty Wand,ミスティ・ワンド
PROPITEM_TXT_000380,Zerem Wand,ゼレム・ワンド
PROPITEM_TXT_000382,Rainbow Wand,レインボー・ワンド
PROPITEM_TXT_000384,Bluebow Wand,ブルーボウ・ワンド
PROPITEM_TXT_000386,Zyme Wand,ザイム・ワンド
PROPITEM_TXT_000388,Splhail Wand,スプルヘイル・ワンド
PROPITEM_TXT_000390,Illusion Wand,イリュージョン・ワンド
PROPITEM_TXT_000392,Mirage Wand,ミラージュ・ワンド
PROPITEM_TXT_000394,Flupim Wand,フルピム・ワンド
PROPITEM_TXT_000396,Aris Wand,アリス・ワンド
PROPITEM_TXT_000398,Divine Wand,ディバイン・ワンド
PROPITEM_TXT_000400,Moira Wand,モイラ・ワンド
PROPITEM_TXT_000402,Neplus Wand,ネプラス・ワンド
PROPITEM_TXT_000404,Arcadia Wand,アルカディア・ワンド
PROPITEM_TXT_000406,Tripale Wand,トリペイル・ワンド
PROPITEM_TXT_000408,Taris Wand,タリス・ワンド
PROPITEM_TXT_000410,Eruld Wand,エルラド・ワンド
PROPITEM_TXT_000412,Jalate Wand,ジャレイト・ワンド
PROPITEM_TXT_000414,Rismil Wand,リスミル・ワンド
PROPITEM_TXT_000416,Kroril Wand,クロリル・ワンド
PROPITEM_TXT_000418,Facus Wand,フェイカス・ワンド
PROPITEM_TXT_000420,Rekis Wand,リキス・ワンド
PROPITEM_TXT_000422,Blackwish Wand,ブラックウィッシュ・ワンド
PROPITEM_TXT_000424,Daris Wand,ダリス・ワンド
PROPITEM_TXT_000426,Hollaten Wand,ホラテン・ワンド
PROPITEM_TXT_000428,Lorai Wand,ローレイ・ワンド
PROPITEM_TXT_000430,Cron Staff,クロン・スタッフ
PROPITEM_TXT_000432,Mile Staff,マイル・スタッフ
PROPITEM_TXT_000434,Sailwing Staff,セイルウィング・スタッフ
PROPITEM_TXT_000436,Nile Staff,ナイル・スタッフ
PROPITEM_TXT_000438,Id Staff,アイディー・スタッフ
PROPITEM_TXT_000440,Inner Staff,インナー・スタッフ
PROPITEM_TXT_000442,Seer Staff,シーア・スタッフ
PROPITEM_TXT_000444,Herald Staff,ヘラルド・スタッフ
PROPITEM_TXT_000446,Ego Staff,エゴ・スタッフ
PROPITEM_TXT_000448,Addself Staff,アドセルフ・スタッフ
PROPITEM_TXT_000450,Sorain Staff,ソレイン・スタッフ
PROPITEM_TXT_000452,Sign Staff,サイン・スタッフ
PROPITEM_TXT_000454,Spector Staff,スペクター・スタッフ
PROPITEM_TXT_000456,Ignis Staff,イグニス・スタッフ
PROPITEM_TXT_000458,Jessy Staff,ジェシー・スタッフ
PROPITEM_TXT_000460,Teba Staff,ティーバ・スタッフ
PROPITEM_TXT_000462,Cosmo Staff,コズモ・スタッフ
PROPITEM_TXT_000464,Sline Staff,スレイン・スタッフ
PROPITEM_TXT_000466,Waterpool Staff,ウォータープール・スタッフ
PROPITEM_TXT_000468,Starwheel Staff,スターフィ・スタッフ
PROPITEM_TXT_000470,Olin Staff,オーリン・スタッフ
PROPITEM_TXT_000472,Karzam Staff,カーザム・スタッフ
PROPITEM_TXT_000474,Wiz Staff,ウィズ・スタッフ
PROPITEM_TXT_000476,Astrol Staff,アストラル・スタッフ
PROPITEM_TXT_000478,Bishapo Staff,ビッシャポ・スタッフ
PROPITEM_TXT_000480,Sheikane Staff,シェイカーン・スタッフ
PROPITEM_TXT_000482,Guadfoll Staff,グァードフォル・スタッフ
PROPITEM_TXT_000484,Twenkeen Staff,ツインキーン・スタッフ
PROPITEM_TXT_000486,Florel Staff,フローレル・スタッフ
PROPITEM_TXT_000488,Ruofl Staff,ルオフル・スタッフ
PROPITEM_TXT_000490,Birdin Staff,バーディン・スタッフ
PROPITEM_TXT_000492,Featherwing Staff,フェザーウイング・スタッフ
PROPITEM_TXT_000494,Crossek Staff,クロセック・スタッフ
PROPITEM_TXT_000496,Holyous Staff,ホーリオス・スタッフ
PROPITEM_TXT_000498,Mazerior Staff,メイゼリア・スタッフ
PROPITEM_TXT_000500,Portel Staff,ポーテル・スタッフ
PROPITEM_TXT_000502,Darkhild Staff,ダークヒルド・スタッフ
PROPITEM_TXT_000504,Mariner Staff,マリナー・スタッフ
PROPITEM_TXT_000506,Hexagon Staff,ヘキサゴン・スタッフ
PROPITEM_TXT_000508,Remodic Staff,リモディック・スタッフ
PROPITEM_TXT_000510,Fairel Staff,ファイラル・スタッフ
PROPITEM_TXT_000512,Elfyren Staff,エルフィン・スタッフ
PROPITEM_TXT_000514,Angeliker Staff,アンジェリカル・スタッフ
PROPITEM_TXT_000516,Fosharpen Staff,フォーシャペン・スタッフ
PROPITEM_TXT_000518,Cram Knuckle,クラム・ナックル
PROPITEM_TXT_000520,Overam Knuckle,オバーラム・ナックル
PROPITEM_TXT_000522,Speck Knuckle,スペック・ナックル
PROPITEM_TXT_000524,Sardine Knuckle,サーディン・ナックル
PROPITEM_TXT_000526,Beetle Knuckle,ビートル・ナックル
PROPITEM_TXT_000528,Twit Knuckle,ツイット・ナックル
PROPITEM_TXT_000530,Sledge Knuckle,スレッジ・ナックル
PROPITEM_TXT_000532,Xeno Knuckle,ゼノ・ナックル
PROPITEM_TXT_000534,Spike Knuckle,スパイク・ナックル
PROPITEM_TXT_000536,Side Knuckle,サイド・ナックル
PROPITEM_TXT_000538,Mega Knuckle,メガ・ナックル
PROPITEM_TXT_000540,Talin Knuckle,テイリン・ナックル
PROPITEM_TXT_000542,Wedge Knuckle,ウィッジ・ナックル
PROPITEM_TXT_000544,Rigor Knuckle,リグル・ナックル
PROPITEM_TXT_000546,Robin Knuckle,ロビン・ナックル
PROPITEM_TXT_000548,Rampart Knuckle,ランパート・ナックル
PROPITEM_TXT_000550,Trocal Knuckle,トロカル・ナックル
PROPITEM_TXT_000552,Revenant Knuckle,レブナント・ナックル
PROPITEM_TXT_000554,Shark Knuckle,シャーク・ナックル
PROPITEM_TXT_000556,Marvel Knuckle,マーベル・ナックル
PROPITEM_TXT_000558,Splin Knuckle,スプリン・ナックル
PROPITEM_TXT_000560,Overpass Knuckle,オーバーパス・ナックル
PROPITEM_TXT_000562,Azuma Knuckle,アズマ・ナックル
PROPITEM_TXT_000564,Gravity Knuckle,グラビティ・ナックル
PROPITEM_TXT_000566,Scalemer Knuckle,スケール・ナックル
PROPITEM_TXT_000568,Corean Knuckle,コリーン・ナックル
PROPITEM_TXT_000570,Redornfit Knuckle,リドーンフィット・ナックル
PROPITEM_TXT_000572,Fistomber Knuckle,フィストンバー・ナックル
PROPITEM_TXT_000574,Samuren Knuckle,サムルン・ナックル
PROPITEM_TXT_000576,Edoren Knuckle,エドリン・ナックル
PROPITEM_TXT_000578,Necrynzi Knuckle,ネクリージ・ナックル
PROPITEM_TXT_000580,Skellock Knuckle,スケロック・ナックル
PROPITEM_TXT_000582,Crossail Knuckle,クロスアイル・ナックル
PROPITEM_TXT_000584,Goldross Knuckle,ゴールドロス・ナックル
PROPITEM_TXT_000586,Clawreen Knuckle,クラクリーン・ナックル
PROPITEM_TXT_000588,Blesever Knuckle,ブリシーバー・ナックル
PROPITEM_TXT_000590,Crecendo Knuckle,クレッセント・ナックル
PROPITEM_TXT_000592,Muncuto Knuckle,ムーンキュート・ナックル
PROPITEM_TXT_000594,Violeker Knuckle,ヴァイオリカー・ナックル
PROPITEM_TXT_000596,Federhorn Knuckle,フィダローン・ナックル
PROPITEM_TXT_000598,Metilver Knuckle,メチルバー・ナックル
PROPITEM_TXT_000600,Knighteel Knuckle,ナイトティール・ナックル
PROPITEM_TXT_000602,Blarmor Knuckle,ブレイマー・ナックル
PROPITEM_TXT_000604,Lordorbl Knuckle,ロードブル・ナックル
PROPITEM_TXT_000606,Iron Yo-Yo,アイアン・ヨーヨー
PROPITEM_TXT_000608,Itun,アイトーン・ヨーヨー
PROPITEM_TXT_000610,Sleeper,スリーパー・ヨーヨー
PROPITEM_TXT_000612,Slepint,スルレピント・ヨーヨー
PROPITEM_TXT_000614,Cleeper,クリーパー・ヨーヨー
PROPITEM_TXT_000616,Client,クライアント・ヨーヨー
PROPITEM_TXT_000618,Tri Finger,トライ・フィンガー
PROPITEM_TXT_000620,Tensu,テンス・ヨーヨー
PROPITEM_TXT_000622,Imperial,インペリアル・ヨーヨー
PROPITEM_TXT_000624,Emporer,エンポロ・ヨーヨー
PROPITEM_TXT_000626,Death Flower,デスフラワー・ヨーヨー
PROPITEM_TXT_000628,Dicein,デセナ・ヨーヨー
PROPITEM_TXT_000630,Hyper Mirage,ハイパーミラージュ・ヨーヨー
PROPITEM_TXT_000632,Miragle,ミラズル・ヨーヨー
PROPITEM_TXT_000634,Fethertin Yo-Yo,フェザーティン・ヨーヨー
PROPITEM_TXT_000636,Ridener,ライドナー・ヨーヨー
PROPITEM_TXT_000638,Free Hand,フリーハンド・ヨーヨー
PROPITEM_TXT_000640,Firee,ファイアリ・ヨーヨー
PROPITEM_TXT_000642,Hyper Impulse,ハイパーインパルス・ヨーヨー
PROPITEM_TXT_000644,Immote,イモート・ヨーヨー
PROPITEM_TXT_000646,Stealth Brain,ステルスブレイン・ヨーヨー
PROPITEM_TXT_000648,Stencil,ステンシル・ヨーヨー
PROPITEM_TXT_000650,Red Eye,レッド･アイ・ヨーヨー
PROPITEM_TXT_000652,Repoyit,レポイット・ヨーヨー
PROPITEM_TXT_000654,Gold Bug,ゴールドバック・ヨーヨー
PROPITEM_TXT_000656,Gelonde,ゼルロンド・ヨーヨー
PROPITEM_TXT_000658,Wing Force,ウィングフォース・ヨーヨー
PROPITEM_TXT_000660,Wingfull,ウィングフル・ヨーヨー
PROPITEM_TXT_000662,Aqua Breath,アクアブレス・ヨーヨー
PROPITEM_TXT_000664,Anakun,アナクン・ヨーヨー
PROPITEM_TXT_000666,Circle Sica,サークルシーカー・ヨーヨー
PROPITEM_TXT_000668,Circern,サークーン・ヨーヨー
PROPITEM_TXT_000670,Mirage Hander,ミラージュハンド・ヨーヨー
PROPITEM_TXT_000672,Mishend,ミスヘンド・ヨーヨー
PROPITEM_TXT_000674,Sharpne Sling,シャープスリング・ヨーヨー
PROPITEM_TXT_000676,Slinfes,スラインフェス・ヨーヨー
PROPITEM_TXT_000678,Aranet,アラネット・ヨーヨー
PROPITEM_TXT_000680,Akane,アカードネ・ヨーヨー
PROPITEM_TXT_000682,Clipeus,クライペウス・ヨーヨー
PROPITEM_TXT_000684,Clantob,クライントップ・ヨーヨー
PROPITEM_TXT_000686,Eclipse,イクルリプス・ヨーヨー
PROPITEM_TXT_000688,Enaphoon,エナフーン・ヨーヨー
PROPITEM_TXT_000690,Corsesca,コルセカ・ヨーヨー
PROPITEM_TXT_000692,Coroner,コオナー・ヨーヨー
PROPITEM_TXT_000694,Wooden Bow,ウッド・ボウ
PROPITEM_TXT_000696,Woodness Bow,ウッドネス・ボウ
PROPITEM_TXT_000698,Green Bow,グリーン・ボウ
PROPITEM_TXT_000700,Greentin Bow,グリンティン・ボウ
PROPITEM_TXT_000702,Stinger Bow,スティンガー・ボウ
PROPITEM_TXT_000704,Stienger Bow,スティエング・ボウ
PROPITEM_TXT_000706,Classic Bow,クラシック・ボウ
PROPITEM_TXT_000708,Clasemit Bow,クレーサミット・ボウ
PROPITEM_TXT_000710,Redwing Bow,レッドウィング・ボウ
PROPITEM_TXT_000712,Redianer Bow,レッディアーノ・ボウ
PROPITEM_TXT_000714,Crystal Bow,クリスタル・ボウ
PROPITEM_TXT_000716,Cristia Bow,クリスティーア・ボウ
PROPITEM_TXT_000718,Iron Bow,アイアン・ボウ
PROPITEM_TXT_000720,Irun Bow,イールン・ボウ
PROPITEM_TXT_000722,Layered Bow,レイヤード・ボウ
PROPITEM_TXT_000724,Refometi Bow,リフォメティ・ボウ
PROPITEM_TXT_000726,Crusader Bow,クルセイダー・ボウ
PROPITEM_TXT_000728,Curusier Bow,クルーソー・ボウ
PROPITEM_TXT_000730,Siege Bow,シージ・ボウ
PROPITEM_TXT_000732,Siggers Bow,シザーズ・ボウ
PROPITEM_TXT_000734,Full Metal Bow,フルメタル・ボウ
PROPITEM_TXT_000736,Fullarch Bow,フルアーク・ボウ
PROPITEM_TXT_000738,Sentinel Bow,センチネル・ボウ
PROPITEM_TXT_000740,Setien Bow,セティーン・ボウ
PROPITEM_TXT_000742,Velinjack Bow,ベリンゼック・ボウ
PROPITEM_TXT_000744,Varife Bow,ヴァリフェ・ボウ
PROPITEM_TXT_000746,Darkness bow,ダークネス・ボウ
PROPITEM_TXT_000748,Defnan Bow,デフラン・ボウ
PROPITEM_TXT_000750,Hydra Bow,ヒュドラ・ボウ
PROPITEM_TXT_000752,Hydron Bow,ハイドロン・ボウ
PROPITEM_TXT_000754,Saint Bow,セイント・ボウ
PROPITEM_TXT_000756,Cenatin Bow,シーナティン・ボウ
PROPITEM_TXT_000758,Ciclone Bow,サイクロン・ボウ
PROPITEM_TXT_000760,Cyron Bow,サイロン・ボウ
PROPITEM_TXT_000762,Saythpair Bow,セイスピア・ボウ
PROPITEM_TXT_000764,Sionic Bow,サイオニック・ボウ
PROPITEM_TXT_000766,Ragonail Bow,レゴネイル・ボウ
PROPITEM_TXT_000768,Regen Bow,レジェン・ボウ
PROPITEM_TXT_000770,Phionix Bow,バイオニクス・ボウ
PROPITEM_TXT_000772,Fiont Bow,バイオント・ボウ
PROPITEM_TXT_000774,Brikiel Bow,バリキエル・ボウ
PROPITEM_TXT_000776,Brouton Bow,ブロウトン・ボウ
PROPITEM_TXT_000778,Seintibine Bow,セインティバイン・ボウ
PROPITEM_TXT_000780,Sevoy Bow,セボイ・ボウ
PROPITEM_TXT_000782,Pike Helmet,パイク・ヘルメット(M)
PROPITEM_TXT_000784,Silk Helmet,パイク・ヘルメット(F)
PROPITEM_TXT_000786,Iner Helmet,ライナー・ヘルメット(M)
PROPITEM_TXT_000788,Rose Helmet,ライナー・ヘルメット(F)
PROPITEM_TXT_000790,Cotton Suit,コットン・スーツ(M)
PROPITEM_TXT_000792,Pike Suit,パイク・スーツ(M)
PROPITEM_TXT_000794,Iner Suit,ライナー・スーツ(M)
PROPITEM_TXT_000796,Cream Suit,コットン・スーツ(F)
PROPITEM_TXT_000798,Silk Suit,パイク・スーツ(F)
PROPITEM_TXT_000800,Rose Suit,ライナー・スーツ(F)
PROPITEM_TXT_000802,Cotton Gauntlets,コットン・ガントレット
PROPITEM_TXT_000804,Pike Gauntlets,パイク・ガントレット
PROPITEM_TXT_000806,Iner Gauntlets,ライナー・ガントレット
PROPITEM_TXT_000808,Cream Gauntlets,クリームガントレット
PROPITEM_TXT_000810,Silk Gauntlets,シルクガントレット
PROPITEM_TXT_000812,Rose Gauntlets,ローズガントレット
PROPITEM_TXT_000814,Cotton Boots,コットン・ブーツ(M)
PROPITEM_TXT_000816,Pike Boots,パイク・ブーツ(M)
PROPITEM_TXT_000818,Iner Boots,ライナー・ブーツ(M)
PROPITEM_TXT_000820,Cream Boots,コットン・ブーツ(F)
PROPITEM_TXT_000822,Silk Boots,パイク・ブーツ(F)
PROPITEM_TXT_000824,Rose Boots,ライナー・ブーツ(F)
PROPITEM_TXT_000826,Leaf Helmet,ファミル・ヘルメット(F)
PROPITEM_TXT_000828,Leaf Suit,ファミル・スーツ(F)
PROPITEM_TXT_000830,Leaf Gauntlets,リーフガントレット
PROPITEM_TXT_000832,Leaf Boots,ファミル・ブーツ(F)
PROPITEM_TXT_000834,Parmil Helmet,ファミル・ヘルメット(M)
PROPITEM_TXT_000836,Parmil Suit,ファミル・スーツ(M)
PROPITEM_TXT_000838,Parmil Gauntlets,パーミルガントレット
PROPITEM_TXT_000840,Parmil Boots,ファミル・ブーツ(M)
PROPITEM_TXT_000842,Flower Helmet,フェイタル・ヘルメット(F)
PROPITEM_TXT_000844,Flower Suit,フェイタル・スーツ(F)
PROPITEM_TXT_000846,Flower Gauntlets,フラワーガントレット
PROPITEM_TXT_000848,Flower Boots,フェイタル・ブーツ(F)
PROPITEM_TXT_000850,Petal Helmet,フェイタル・ヘルメット(M)
PROPITEM_TXT_000852,Petal Suit,フェイタル・スーツ(M)
PROPITEM_TXT_000854,Petal Gauntlets,ペタルガントレット
